timestamp,state,event_type,event_details,cpu_percent
2025-05-28 16:54:57,idle,SAMPLED_STATE,,0.0
2025-05-28 16:54:57,idle,SCRIPT_START,,
2025-05-28 16:54:57,working_normal,WORKLOAD_START,"type:normal,size:2000",
2025-05-28 16:54:57,working_normal,WORKLOAD_END,"type:normal,size:2000,duration:0.57s",
2025-05-28 16:54:58,idle,SAMPLED_STATE,,68.1
2025-05-28 16:54:59,idle,SAMPLED_STATE,,17.6
2025-05-28 16:55:00,idle,SAMPLED_STATE,,0.5
2025-05-28 16:55:01,idle,SAMPLED_STATE,,15.8
2025-05-28 16:55:01,working_normal,WORKLOAD_START,"type:normal,size:1800",
2025-05-28 16:55:02,working_normal,WORKLOAD_END,"type:normal,size:1800,duration:0.33s",
2025-05-28 16:55:02,idle,SAMPLED_STATE,,37.7
2025-05-28 16:55:03,idle,SAMPLED_STATE,,3.9
2025-05-28 16:55:04,idle,SAMPLED_STATE,,0.5
2025-05-28 16:55:05,idle,SAMPLED_STATE,,0.2
2025-05-28 16:55:06,working_normal,WORKLOAD_START,"type:normal,size:3200",
2025-05-28 16:55:06,working_normal,SAMPLED_STATE,,27.9
2025-05-28 16:55:07,working_normal,SAMPLED_STATE,,99.8
2025-05-28 16:55:07,working_normal,WORKLOAD_END,"type:normal,size:3200,duration:1.65s",
2025-05-28 16:55:08,idle,SAMPLED_STATE,,40.5
2025-05-28 16:55:09,idle,SAMPLED_STATE,,1.3
2025-05-28 16:55:10,idle,SAMPLED_STATE,,0.3
2025-05-28 16:55:11,idle,SAMPLED_STATE,,2.8
2025-05-28 16:55:11,working_normal,WORKLOAD_START,"type:normal,size:1800",
2025-05-28 16:55:12,working_normal,WORKLOAD_END,"type:normal,size:1800,duration:0.33s",
2025-05-28 16:55:12,idle,SAMPLED_STATE,,37.7
2025-05-28 16:55:13,idle,SAMPLED_STATE,,3.7
2025-05-28 16:55:14,idle,SAMPLED_STATE,,0.3
2025-05-28 16:55:15,idle,SAMPLED_STATE,,0.2
2025-05-28 16:55:16,working_normal,WORKLOAD_START,"type:normal,size:1800",
2025-05-28 16:55:16,working_normal,WORKLOAD_END,"type:normal,size:1800,duration:0.33s",
2025-05-28 16:55:16,idle,SAMPLED_STATE,,36.5
2025-05-28 16:55:17,idle,SAMPLED_STATE,,2.1
2025-05-28 16:55:18,idle,SAMPLED_STATE,,1.5
2025-05-28 16:55:19,idle,SAMPLED_STATE,,0.3
2025-05-28 16:55:20,working_normal,WORKLOAD_START,"type:normal,size:1800",
2025-05-28 16:55:20,working_normal,SAMPLED_STATE,,26.5
2025-05-28 16:55:20,working_normal,WORKLOAD_END,"type:normal,size:1800,duration:0.38s",
2025-05-28 16:55:21,idle,SAMPLED_STATE,,16.4
2025-05-28 16:55:22,idle,SAMPLED_STATE,,0.8
2025-05-28 16:55:23,idle,SAMPLED_STATE,,1.0
2025-05-28 16:55:24,idle,SAMPLED_STATE,,0.3
2025-05-28 16:55:24,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-05-28 16:55:25,working_normal,SAMPLED_STATE,,90.3
2025-05-28 16:55:26,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.45s",
2025-05-28 16:55:26,idle,SAMPLED_STATE,,56.1
2025-05-28 16:55:27,idle,SAMPLED_STATE,,2.9
2025-05-28 16:55:28,idle,SAMPLED_STATE,,1.3
2025-05-28 16:55:29,idle,SAMPLED_STATE,,0.5
2025-05-28 16:55:30,working_normal,WORKLOAD_START,"type:normal,size:1800",
2025-05-28 16:55:30,working_normal,WORKLOAD_END,"type:normal,size:1800,duration:0.33s",
2025-05-28 16:55:30,idle,SAMPLED_STATE,,37.1
2025-05-28 16:55:31,idle,SAMPLED_STATE,,5.5
2025-05-28 16:55:32,idle,SAMPLED_STATE,,0.5
2025-05-28 16:55:33,idle,SAMPLED_STATE,,1.0
2025-05-28 16:55:34,working_normal,WORKLOAD_START,"type:normal,size:3200",
2025-05-28 16:55:34,working_normal,SAMPLED_STATE,,23.7
2025-05-28 16:55:35,working_normal,SAMPLED_STATE,,99.8
2025-05-28 16:55:36,working_normal,WORKLOAD_END,"type:normal,size:3200,duration:1.73s",
2025-05-28 16:55:36,idle,SAMPLED_STATE,,49.2
2025-05-28 16:55:37,idle,SAMPLED_STATE,,1.0
2025-05-28 16:55:38,idle,SAMPLED_STATE,,1.5
2025-05-28 16:55:39,idle,SAMPLED_STATE,,0.0
2025-05-28 16:55:40,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-05-28 16:55:40,working_normal,SAMPLED_STATE,,56.1
2025-05-28 16:55:41,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.56s",
2025-05-28 16:55:42,idle,SAMPLED_STATE,,92.0
2025-05-28 16:55:43,idle,SAMPLED_STATE,,3.4
2025-05-28 16:55:44,idle,SAMPLED_STATE,,0.3
2025-05-28 16:55:45,idle,SAMPLED_STATE,,0.3
2025-05-28 16:55:45,working_normal,WORKLOAD_START,"type:normal,size:3200",
2025-05-28 16:55:46,working_normal,SAMPLED_STATE,,27.3
2025-05-28 16:55:47,working_normal,SAMPLED_STATE,,100.0
2025-05-28 16:55:47,working_normal,WORKLOAD_END,"type:normal,size:3200,duration:1.70s",
2025-05-28 16:55:48,idle,SAMPLED_STATE,,41.5
2025-05-28 16:55:49,idle,SAMPLED_STATE,,0.8
2025-05-28 16:55:50,idle,SAMPLED_STATE,,0.5
2025-05-28 16:55:51,idle,SAMPLED_STATE,,0.2
2025-05-28 16:55:51,working_normal,WORKLOAD_START,"type:normal,size:3200",
2025-05-28 16:55:52,working_normal,SAMPLED_STATE,,74.7
2025-05-28 16:55:53,working_normal,SAMPLED_STATE,,100.0
2025-05-28 16:55:53,working_normal,WORKLOAD_END,"type:normal,size:3200,duration:1.78s",
2025-05-28 16:55:54,idle,SAMPLED_STATE,,15.4
2025-05-28 16:55:55,idle,SAMPLED_STATE,,0.3
2025-05-28 16:55:56,idle,SAMPLED_STATE,,0.2
2025-05-28 16:55:57,idle,SAMPLED_STATE,,3.0
2025-05-28 16:55:57,working_normal,WORKLOAD_START,"type:normal,size:1800",
2025-05-28 16:55:57,working_normal,WORKLOAD_END,"type:normal,size:1800,duration:0.36s",
2025-05-28 16:55:58,idle,SAMPLED_STATE,,43.7
2025-05-28 16:55:59,idle,SAMPLED_STATE,,1.6
2025-05-28 16:56:00,idle,SAMPLED_STATE,,0.0
2025-05-28 16:56:01,idle,SAMPLED_STATE,,0.2
2025-05-28 16:56:01,working_normal,WORKLOAD_START,"type:normal,size:2000",
2025-05-28 16:56:02,working_normal,WORKLOAD_END,"type:normal,size:2000,duration:0.50s",
2025-05-28 16:56:02,idle,SAMPLED_STATE,,53.9
2025-05-28 16:56:03,idle,SAMPLED_STATE,,3.9
2025-05-28 16:56:04,idle,SAMPLED_STATE,,0.5
2025-05-28 16:56:05,idle,SAMPLED_STATE,,0.0
2025-05-28 16:56:06,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-05-28 16:56:06,working_normal,SAMPLED_STATE,,25.6
2025-05-28 16:56:07,working_normal,SAMPLED_STATE,,100.0
2025-05-28 16:56:07,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.41s",
2025-05-28 16:56:08,idle,SAMPLED_STATE,,16.9
2025-05-28 16:56:09,idle,SAMPLED_STATE,,0.8
2025-05-28 16:56:10,idle,SAMPLED_STATE,,0.5
2025-05-28 16:56:11,idle,SAMPLED_STATE,,0.0
2025-05-28 16:56:11,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-05-28 16:56:12,working_normal,SAMPLED_STATE,,92.0
2025-05-28 16:56:13,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.52s",
2025-05-28 16:56:13,idle,SAMPLED_STATE,,61.0
2025-05-28 16:56:14,idle,SAMPLED_STATE,,2.6
2025-05-28 16:56:15,idle,SAMPLED_STATE,,0.0
2025-05-28 16:56:16,idle,SAMPLED_STATE,,0.2
2025-05-28 16:56:17,working_normal,WORKLOAD_START,"type:normal,size:3200",
2025-05-28 16:56:17,working_normal,SAMPLED_STATE,,42.4
2025-05-28 16:56:18,working_normal,SAMPLED_STATE,,99.5
2025-05-28 16:56:18,working_normal,WORKLOAD_END,"type:normal,size:3200,duration:1.77s",
2025-05-28 16:56:19,idle,SAMPLED_STATE,,37.5
2025-05-28 16:56:20,idle,SAMPLED_STATE,,1.0
2025-05-28 16:56:21,idle,SAMPLED_STATE,,0.0
2025-05-28 16:56:22,idle,SAMPLED_STATE,,0.0
2025-05-28 16:56:22,working_normal,WORKLOAD_START,"type:normal,size:2000",
2025-05-28 16:56:23,working_normal,WORKLOAD_END,"type:normal,size:2000,duration:0.48s",
2025-05-28 16:56:23,idle,SAMPLED_STATE,,54.7
2025-05-28 16:56:24,idle,SAMPLED_STATE,,2.6
2025-05-28 16:56:25,idle,SAMPLED_STATE,,0.0
2025-05-28 16:56:26,idle,SAMPLED_STATE,,0.2
2025-05-28 16:56:27,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-05-28 16:56:27,working_normal,SAMPLED_STATE,,29.4
2025-05-28 16:56:28,working_normal,SAMPLED_STATE,,99.8
2025-05-28 16:56:28,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.43s",
2025-05-28 16:56:29,idle,SAMPLED_STATE,,15.0
2025-05-28 16:56:30,idle,SAMPLED_STATE,,0.8
2025-05-28 16:56:31,idle,SAMPLED_STATE,,0.0
2025-05-28 16:56:32,idle,SAMPLED_STATE,,0.2
2025-05-28 16:56:32,working_normal,WORKLOAD_START,"type:normal,size:3200",
2025-05-28 16:56:33,working_normal,SAMPLED_STATE,,91.2
2025-05-28 16:56:34,working_normal,WORKLOAD_END,"type:normal,size:3200,duration:1.72s",
2025-05-28 16:56:34,idle,SAMPLED_STATE,,81.7
2025-05-28 16:56:35,idle,SAMPLED_STATE,,2.6
2025-05-28 16:56:36,idle,SAMPLED_STATE,,0.3
2025-05-28 16:56:37,idle,SAMPLED_STATE,,0.0
2025-05-28 16:56:38,working_normal,WORKLOAD_START,"type:normal,size:3200",
2025-05-28 16:56:38,working_normal,SAMPLED_STATE,,33.8
2025-05-28 16:56:39,working_normal,SAMPLED_STATE,,100.0
2025-05-28 16:56:40,working_normal,WORKLOAD_END,"type:normal,size:3200,duration:1.61s",
2025-05-28 16:56:40,idle,SAMPLED_STATE,,30.9
2025-05-28 16:56:41,idle,SAMPLED_STATE,,1.0
2025-05-28 16:56:42,idle,SAMPLED_STATE,,0.0
2025-05-28 16:56:43,idle,SAMPLED_STATE,,3.6
2025-05-28 16:56:44,working_normal,WORKLOAD_START,"type:normal,size:2000",
2025-05-28 16:56:44,working_normal,WORKLOAD_END,"type:normal,size:2000,duration:0.42s",
2025-05-28 16:56:44,idle,SAMPLED_STATE,,46.6
2025-05-28 16:56:45,idle,SAMPLED_STATE,,2.8
2025-05-28 16:56:47,idle,SAMPLED_STATE,,8.1
2025-05-28 16:56:48,idle,SAMPLED_STATE,,0.2
2025-05-28 16:56:48,working_normal,WORKLOAD_START,"type:normal,size:1800",
2025-05-28 16:56:48,working_normal,WORKLOAD_END,"type:normal,size:1800,duration:0.35s",
2025-05-28 16:56:49,idle,SAMPLED_STATE,,39.1
2025-05-28 16:56:50,idle,SAMPLED_STATE,,2.6
2025-05-28 16:56:51,idle,SAMPLED_STATE,,0.5
2025-05-28 16:56:52,idle,SAMPLED_STATE,,0.5
2025-05-28 16:56:52,working_normal,WORKLOAD_START,"type:normal,size:3200",
2025-05-28 16:56:53,working_normal,SAMPLED_STATE,,26.6
2025-05-28 16:56:54,working_normal,SAMPLED_STATE,,100.0
2025-05-28 16:56:54,working_normal,WORKLOAD_END,"type:normal,size:3200,duration:1.72s",
2025-05-28 16:56:55,idle,SAMPLED_STATE,,43.5
2025-05-28 16:56:56,idle,SAMPLED_STATE,,0.8
2025-05-28 16:56:57,idle,SAMPLED_STATE,,0.0
2025-05-28 16:56:58,idle,SAMPLED_STATE,,1.3
2025-05-28 16:56:58,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-05-28 16:56:59,working_normal,SAMPLED_STATE,,62.3
2025-05-28 16:57:00,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.52s",
2025-05-28 16:57:00,idle,SAMPLED_STATE,,91.3
2025-05-28 16:57:01,idle,SAMPLED_STATE,,2.8
2025-05-28 16:57:02,idle,SAMPLED_STATE,,0.3
2025-05-28 16:57:03,idle,SAMPLED_STATE,,1.3
2025-05-28 16:57:04,working_normal,WORKLOAD_START,"type:normal,size:3200",
2025-05-28 16:57:04,working_normal,SAMPLED_STATE,,30.3
2025-05-28 16:57:05,working_normal,SAMPLED_STATE,,100.0
2025-05-28 16:57:05,working_normal,WORKLOAD_END,"type:normal,size:3200,duration:1.68s",
2025-05-28 16:57:06,idle,SAMPLED_STATE,,38.3
2025-05-28 16:57:07,idle,SAMPLED_STATE,,1.0
2025-05-28 16:57:08,idle,SAMPLED_STATE,,1.8
