timestamp,state,event_type,event_details,cpu_percent
2025-06-02 20:28:16,idle,SAMPLED_STATE,,0.0
2025-06-02 20:28:16,idle,SCRIPT_START,,
2025-06-02 20:28:16,working_normal,WORKLOAD_START,"type:normal,size:4200",
2025-06-02 20:28:17,working_normal,SAMPLED_STATE,,92.7
2025-06-02 20:28:18,working_normal,SAMPLED_STATE,,100.0
2025-06-02 20:28:19,working_normal,SAMPLED_STATE,,100.0
2025-06-02 20:28:19,working_normal,WORKLOAD_END,"type:normal,size:4200,duration:3.50s",
2025-06-02 20:28:20,idle,SAMPLED_STATE,,55.4
2025-06-02 20:28:21,idle,SAMPLED_STATE,,12.2
2025-06-02 20:28:22,idle,SAMPLED_STATE,,24.9
2025-06-02 20:28:23,idle,SAMPLED_STATE,,36.6
2025-06-02 20:28:23,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-06-02 20:28:24,working_normal,SAMPLED_STATE,,62.7
2025-06-02 20:28:25,working_normal,SAMPLED_STATE,,100.0
2025-06-02 20:28:25,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:2.03s",
2025-06-02 20:28:26,idle,SAMPLED_STATE,,66.5
2025-06-02 20:28:27,idle,SAMPLED_STATE,,23.9
2025-06-02 20:28:28,idle,SAMPLED_STATE,,11.9
2025-06-02 20:28:29,idle,SAMPLED_STATE,,21.4
2025-06-02 20:28:29,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-06-02 20:28:30,working_normal,SAMPLED_STATE,,62.8
2025-06-02 20:28:31,working_normal,SAMPLED_STATE,,99.3
2025-06-02 20:28:31,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.87s",
2025-06-02 20:28:32,idle,SAMPLED_STATE,,61.3
2025-06-02 20:28:33,idle,SAMPLED_STATE,,16.5
2025-06-02 20:28:34,idle,SAMPLED_STATE,,18.8
2025-06-02 20:28:35,idle,SAMPLED_STATE,,18.4
2025-06-02 20:28:35,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-06-02 20:28:36,working_normal,SAMPLED_STATE,,74.0
2025-06-02 20:28:37,working_normal,SAMPLED_STATE,,100.0
2025-06-02 20:28:37,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.95s",
2025-06-02 20:28:38,idle,SAMPLED_STATE,,51.3
2025-06-02 20:28:39,idle,SAMPLED_STATE,,24.3
2025-06-02 20:28:40,idle,SAMPLED_STATE,,12.5
2025-06-02 20:28:41,idle,SAMPLED_STATE,,17.9
2025-06-02 20:28:41,working_normal,WORKLOAD_START,"type:normal,size:4000",
2025-06-02 20:28:42,working_normal,SAMPLED_STATE,,79.0
2025-06-02 20:28:43,working_normal,SAMPLED_STATE,,97.8
2025-06-02 20:28:44,working_normal,SAMPLED_STATE,,99.3
2025-06-02 20:28:45,working_normal,SAMPLED_STATE,,100.0
2025-06-02 20:28:45,working_normal,WORKLOAD_END,"type:normal,size:4000,duration:4.17s",
2025-06-02 20:28:46,idle,SAMPLED_STATE,,61.7
2025-06-02 20:28:47,idle,SAMPLED_STATE,,16.5
2025-06-02 20:28:48,idle,SAMPLED_STATE,,17.6
2025-06-02 20:28:49,idle,SAMPLED_STATE,,26.6
2025-06-02 20:28:49,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-06-02 20:28:50,working_normal,SAMPLED_STATE,,73.0
2025-06-02 20:28:51,working_normal,SAMPLED_STATE,,99.0
2025-06-02 20:28:51,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.92s",
2025-06-02 20:28:52,idle,SAMPLED_STATE,,52.9
2025-06-02 20:28:53,idle,SAMPLED_STATE,,14.4
2025-06-02 20:28:54,idle,SAMPLED_STATE,,23.9
2025-06-02 20:28:55,idle,SAMPLED_STATE,,17.6
2025-06-02 20:28:55,working_normal,WORKLOAD_START,"type:normal,size:4000",
2025-06-02 20:28:56,working_normal,SAMPLED_STATE,,80.1
2025-06-02 20:28:57,working_normal,SAMPLED_STATE,,98.8
2025-06-02 20:28:58,working_normal,SAMPLED_STATE,,99.0
2025-06-02 20:28:59,working_normal,SAMPLED_STATE,,100.0
2025-06-02 20:28:59,working_normal,WORKLOAD_END,"type:normal,size:4000,duration:4.00s",
2025-06-02 20:29:00,idle,SAMPLED_STATE,,38.4
2025-06-02 20:29:01,idle,SAMPLED_STATE,,15.8
2025-06-02 20:29:02,idle,SAMPLED_STATE,,16.2
2025-06-02 20:29:03,idle,SAMPLED_STATE,,17.6
2025-06-02 20:29:03,working_normal,WORKLOAD_START,"type:normal,size:2800",
2025-06-02 20:29:04,working_normal,SAMPLED_STATE,,87.4
2025-06-02 20:29:05,working_normal,WORKLOAD_END,"type:normal,size:2800,duration:1.59s",
2025-06-02 20:29:05,idle,SAMPLED_STATE,,78.2
2025-06-02 20:29:06,idle,SAMPLED_STATE,,28.3
2025-06-02 20:29:07,idle,SAMPLED_STATE,,13.0
2025-06-02 20:29:08,idle,SAMPLED_STATE,,16.8
2025-06-02 20:29:09,working_normal,WORKLOAD_START,"type:normal,size:4200",
2025-06-02 20:29:09,working_normal,SAMPLED_STATE,,41.5
2025-06-02 20:29:10,working_normal,SAMPLED_STATE,,100.0
2025-06-02 20:29:11,working_normal,SAMPLED_STATE,,100.0
2025-06-02 20:29:12,working_normal,SAMPLED_STATE,,99.5
2025-06-02 20:29:13,working_normal,SAMPLED_STATE,,98.8
