timestamp,state,event_type,event_details,cpu_percent
2025-05-28 08:54:28,idle,SCRIPT_START,,
2025-05-28 08:54:28,working_normal,WORKLOAD_START,"type:normal,size:3400",
2025-05-28 08:54:28,working_normal,SAMPLED_STATE,,84.0
2025-05-28 08:54:29,working_normal,SAMPLED_STATE,,99.5
2025-05-28 08:54:30,working_normal,SAMPLED_STATE,,100.0
2025-05-28 08:54:30,working_normal,WORKLOAD_END,"type:normal,size:3400,duration:2.44s",
2025-05-28 08:54:31,idle,SAMPLED_STATE,,34.1
2025-05-28 08:54:32,idle,SAMPLED_STATE,,47.3
2025-05-28 08:54:33,idle,SAMPLED_STATE,,52.5
2025-05-28 08:54:34,idle,SAMPLED_STATE,,8.2
2025-05-28 08:54:34,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-05-28 08:54:35,working_normal,SAMPLED_STATE,,92.6
2025-05-28 08:54:36,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.70s",
2025-05-28 08:54:36,idle,SAMPLED_STATE,,90.1
2025-05-28 08:54:37,idle,SAMPLED_STATE,,22.2
2025-05-28 08:54:38,idle,SAMPLED_STATE,,2.3
2025-05-28 08:54:39,idle,SAMPLED_STATE,,2.8
2025-05-28 08:54:40,working_normal,WORKLOAD_START,"type:normal,size:2800",
2025-05-28 08:54:40,working_normal,SAMPLED_STATE,,29.6
2025-05-28 08:54:41,working_normal,WORKLOAD_END,"type:normal,size:2800,duration:1.21s",
2025-05-28 08:54:41,idle,SAMPLED_STATE,,94.7
2025-05-28 08:54:42,idle,SAMPLED_STATE,,7.1
2025-05-28 08:54:43,idle,SAMPLED_STATE,,2.6
2025-05-28 08:54:44,idle,SAMPLED_STATE,,2.8
2025-05-28 08:54:45,working_normal,WORKLOAD_START,"type:normal,size:2800",
2025-05-28 08:54:45,working_normal,SAMPLED_STATE,,28.4
2025-05-28 08:54:46,working_normal,WORKLOAD_END,"type:normal,size:2800,duration:1.19s",
2025-05-28 08:54:46,idle,SAMPLED_STATE,,92.0
2025-05-28 08:54:47,idle,SAMPLED_STATE,,5.5
2025-05-28 08:54:48,idle,SAMPLED_STATE,,2.6
2025-05-28 08:54:49,idle,SAMPLED_STATE,,3.3
2025-05-28 08:54:50,working_normal,WORKLOAD_START,"type:normal,size:2800",
2025-05-28 08:54:51,working_normal,SAMPLED_STATE,,31.1
2025-05-28 08:54:51,working_normal,WORKLOAD_END,"type:normal,size:2800,duration:1.19s",
2025-05-28 08:54:52,idle,SAMPLED_STATE,,87.9
2025-05-28 08:54:53,idle,SAMPLED_STATE,,5.5
2025-05-28 08:54:54,idle,SAMPLED_STATE,,3.1
2025-05-28 08:54:55,idle,SAMPLED_STATE,,2.8
2025-05-28 08:54:55,working_normal,WORKLOAD_START,"type:normal,size:3200",
2025-05-28 08:54:56,working_normal,SAMPLED_STATE,,26.6
2025-05-28 08:54:57,working_normal,SAMPLED_STATE,,99.8
2025-05-28 08:54:57,working_normal,WORKLOAD_END,"type:normal,size:3200,duration:1.73s",
2025-05-28 08:54:58,idle,SAMPLED_STATE,,49.7
2025-05-28 08:54:59,idle,SAMPLED_STATE,,6.1
2025-05-28 08:55:00,idle,SAMPLED_STATE,,2.3
2025-05-28 08:55:01,idle,SAMPLED_STATE,,2.0
2025-05-28 08:55:01,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-05-28 08:55:02,working_normal,SAMPLED_STATE,,61.9
2025-05-28 08:55:03,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.50s",
2025-05-28 08:55:03,idle,SAMPLED_STATE,,94.0
2025-05-28 08:55:04,idle,SAMPLED_STATE,,8.1
2025-05-28 08:55:05,idle,SAMPLED_STATE,,10.0
2025-05-28 08:55:06,idle,SAMPLED_STATE,,1.8
2025-05-28 08:55:07,working_normal,WORKLOAD_START,"type:normal,size:2800",
2025-05-28 08:55:07,working_normal,SAMPLED_STATE,,28.0
2025-05-28 08:55:08,working_normal,WORKLOAD_END,"type:normal,size:2800,duration:1.15s",
2025-05-28 08:55:08,idle,SAMPLED_STATE,,87.3
2025-05-28 08:55:09,idle,SAMPLED_STATE,,8.0
2025-05-28 08:55:10,idle,SAMPLED_STATE,,2.8
2025-05-28 08:55:11,idle,SAMPLED_STATE,,2.0
