timestamp,state,event_type,event_details,ram_usage_mb
2025-06-04 15:58:24,idle,SAMPLED_STATE,,54.46
2025-06-04 15:58:25,idle,SAMPLED_STATE,,54.46
2025-06-04 15:58:26,idle,SAMPLED_STATE,,54.46
2025-06-04 15:58:27,idle,SAMPLED_STATE,,54.46
2025-06-04 15:58:27,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-06-04 15:58:28,working_normal,SAMPLED_STATE,,397.62
2025-06-04 15:58:29,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.83s",
2025-06-04 15:58:29,idle,SAMPLED_STATE,,54.41
2025-06-04 15:58:30,idle,SAMPLED_STATE,,54.41
2025-06-04 15:58:31,idle,SAMPLED_STATE,,54.41
2025-06-04 15:58:32,idle,SAMPLED_STATE,,54.41
2025-06-04 15:58:33,working_normal,WORKLOAD_START,"type:normal,size:4500",
2025-06-04 15:58:33,working_normal,SAMPLED_STATE,,672.38
2025-06-04 15:58:34,working_normal,SAMPLED_STATE,,826.90
2025-06-04 15:58:35,working_normal,SAMPLED_STATE,,827.01
2025-06-04 15:58:36,working_normal,SAMPLED_STATE,,827.01
2025-06-04 15:58:37,working_normal,SAMPLED_STATE,,827.00
2025-06-04 15:58:38,working_normal,WORKLOAD_END,"type:normal,size:4500,duration:5.09s",
2025-06-04 15:58:38,idle,SAMPLED_STATE,,54.53
2025-06-04 15:58:39,idle,SAMPLED_STATE,,54.53
2025-06-04 15:58:40,idle,SAMPLED_STATE,,54.53
2025-06-04 15:58:41,idle,SAMPLED_STATE,,54.53
2025-06-04 15:58:42,working_normal,WORKLOAD_START,"type:normal,size:3500",
2025-06-04 15:58:42,working_normal,SAMPLED_STATE,,428.26
2025-06-04 15:58:43,working_normal,SAMPLED_STATE,,521.51
2025-06-04 15:58:44,working_normal,SAMPLED_STATE,,521.40
2025-06-04 15:58:45,working_normal,WORKLOAD_END,"type:normal,size:3500,duration:2.53s",
2025-06-04 15:58:45,idle,SAMPLED_STATE,,54.21
2025-06-04 15:58:46,idle,SAMPLED_STATE,,54.21
2025-06-04 15:58:47,idle,SAMPLED_STATE,,54.21
2025-06-04 15:58:48,idle,SAMPLED_STATE,,54.21
2025-06-04 15:58:49,working_normal,WORKLOAD_START,"type:normal,size:4500",
2025-06-04 15:58:49,working_normal,SAMPLED_STATE,,672.30
2025-06-04 15:58:51,working_normal,SAMPLED_STATE,,826.80
2025-06-04 15:58:52,working_normal,SAMPLED_STATE,,826.80
2025-06-04 15:58:53,working_normal,SAMPLED_STATE,,826.80
2025-06-04 15:58:54,working_normal,SAMPLED_STATE,,826.80
2025-06-04 15:58:54,working_normal,WORKLOAD_END,"type:normal,size:4500,duration:5.09s",
2025-06-04 15:58:55,idle,SAMPLED_STATE,,54.33
2025-06-04 15:58:56,idle,SAMPLED_STATE,,54.33
2025-06-04 15:58:57,idle,SAMPLED_STATE,,54.33
2025-06-04 15:58:58,idle,SAMPLED_STATE,,54.33
2025-06-04 15:58:58,working_normal,WORKLOAD_START,"type:normal,size:3500",
2025-06-04 15:58:59,working_normal,SAMPLED_STATE,,521.75
2025-06-04 15:59:00,working_normal,SAMPLED_STATE,,521.64
2025-06-04 15:59:00,working_normal,WORKLOAD_END,"type:normal,size:3500,duration:2.61s",
2025-06-04 15:59:01,idle,SAMPLED_STATE,,54.45
2025-06-04 15:59:02,idle,SAMPLED_STATE,,54.45
2025-06-04 15:59:03,idle,SAMPLED_STATE,,54.45
2025-06-04 15:59:04,idle,SAMPLED_STATE,,54.45
2025-06-04 15:59:04,working_normal,WORKLOAD_START,"type:normal,size:4500",
2025-06-04 15:59:05,working_normal,SAMPLED_STATE,,672.42
2025-06-04 15:59:06,working_normal,SAMPLED_STATE,,826.91
2025-06-04 15:59:07,working_normal,SAMPLED_STATE,,826.91
2025-06-04 15:59:08,working_normal,SAMPLED_STATE,,826.91
2025-06-04 15:59:09,working_normal,SAMPLED_STATE,,826.91
2025-06-04 15:59:10,working_normal,WORKLOAD_END,"type:normal,size:4500,duration:5.14s",
2025-06-04 15:59:10,idle,SAMPLED_STATE,,54.43
2025-06-04 15:59:11,idle,SAMPLED_STATE,,54.43
2025-06-04 15:59:12,idle,SAMPLED_STATE,,54.43
2025-06-04 15:59:13,idle,SAMPLED_STATE,,54.43
2025-06-04 15:59:14,working_normal,WORKLOAD_START,"type:normal,size:5000",
2025-06-04 15:59:14,working_normal,SAMPLED_STATE,,817.34
2025-06-04 15:59:15,working_normal,SAMPLED_STATE,,817.34
2025-06-04 15:59:16,working_normal,SAMPLED_STATE,,1008.08
2025-06-04 15:59:17,working_normal,SAMPLED_STATE,,1008.06
2025-06-04 15:59:18,working_normal,SAMPLED_STATE,,1008.06
2025-06-04 15:59:19,working_normal,SAMPLED_STATE,,1008.06
2025-06-04 15:59:20,working_normal,SAMPLED_STATE,,1008.06
2025-06-04 15:59:20,working_normal,WORKLOAD_END,"type:normal,size:5000,duration:6.92s",
2025-06-04 15:59:21,idle,SAMPLED_STATE,,54.52
2025-06-04 15:59:22,idle,SAMPLED_STATE,,54.52
2025-06-04 15:59:23,idle,SAMPLED_STATE,,54.52
2025-06-04 15:59:24,idle,SAMPLED_STATE,,54.52
2025-06-04 15:59:24,working_normal,WORKLOAD_START,"type:normal,size:4500",
2025-06-04 15:59:25,working_normal,SAMPLED_STATE,,672.52
2025-06-04 15:59:26,working_normal,SAMPLED_STATE,,827.02
2025-06-04 15:59:27,working_normal,SAMPLED_STATE,,827.01
2025-06-04 15:59:28,working_normal,SAMPLED_STATE,,827.01
2025-06-04 15:59:29,working_normal,SAMPLED_STATE,,827.01
2025-06-04 15:59:30,working_normal,WORKLOAD_END,"type:normal,size:4500,duration:5.25s",
2025-06-04 15:59:30,idle,SAMPLED_STATE,,54.53
2025-06-04 15:59:31,idle,SAMPLED_STATE,,54.53
2025-06-04 15:59:32,idle,SAMPLED_STATE,,54.53
2025-06-04 15:59:33,idle,SAMPLED_STATE,,54.53
2025-06-04 15:59:34,working_normal,WORKLOAD_START,"type:normal,size:3500",
2025-06-04 15:59:34,working_normal,SAMPLED_STATE,,428.26
2025-06-04 15:59:35,working_normal,SAMPLED_STATE,,521.61
2025-06-04 15:59:36,working_normal,SAMPLED_STATE,,521.51
2025-06-04 15:59:36,working_normal,WORKLOAD_END,"type:normal,size:3500,duration:2.52s",
2025-06-04 15:59:37,idle,SAMPLED_STATE,,54.32
2025-06-04 15:59:38,idle,SAMPLED_STATE,,54.32
2025-06-04 15:59:39,idle,SAMPLED_STATE,,54.32
2025-06-04 15:59:40,idle,SAMPLED_STATE,,54.32
2025-06-04 15:59:40,working_normal,WORKLOAD_START,"type:normal,size:3000",
2025-06-04 15:59:41,working_normal,SAMPLED_STATE,,397.54
2025-06-04 15:59:42,working_normal,WORKLOAD_END,"type:normal,size:3000,duration:1.85s",
2025-06-04 15:59:42,idle,SAMPLED_STATE,,54.32
2025-06-04 15:59:43,idle,SAMPLED_STATE,,54.32
2025-06-04 15:59:44,idle,SAMPLED_STATE,,54.32
2025-06-04 15:59:45,idle,SAMPLED_STATE,,54.32
2025-06-04 15:59:46,working_normal,WORKLOAD_START,"type:normal,size:5000",
2025-06-04 15:59:46,working_normal,SAMPLED_STATE,,817.23
2025-06-04 15:59:47,working_normal,SAMPLED_STATE,,817.23
2025-06-04 15:59:48,working_normal,SAMPLED_STATE,,1007.97
2025-06-04 15:59:49,working_normal,SAMPLED_STATE,,1008.06
2025-06-04 15:59:50,working_normal,SAMPLED_STATE,,1008.06
2025-06-04 15:59:51,working_normal,SAMPLED_STATE,,1008.06
2025-06-04 15:59:52,working_normal,SAMPLED_STATE,,1008.06
2025-06-04 15:59:53,working_normal,WORKLOAD_END,"type:normal,size:5000,duration:7.22s",
2025-06-04 15:59:53,idle,SAMPLED_STATE,,54.40
2025-06-04 15:59:55,idle,SAMPLED_STATE,,54.40
2025-06-04 15:59:56,idle,SAMPLED_STATE,,54.40
2025-06-04 15:59:57,idle,SAMPLED_STATE,,54.40
2025-06-04 15:59:57,working_normal,WORKLOAD_START,"type:normal,size:3500",
2025-06-04 15:59:58,working_normal,SAMPLED_STATE,,428.13
2025-06-04 15:59:59,working_normal,SAMPLED_STATE,,521.51
2025-06-04 16:00:00,working_normal,SAMPLED_STATE,,521.51
2025-06-04 16:00:00,working_normal,WORKLOAD_END,"type:normal,size:3500,duration:2.62s",
2025-06-04 16:00:01,idle,SAMPLED_STATE,,54.32
2025-06-04 16:00:02,idle,SAMPLED_STATE,,54.32
2025-06-04 16:00:03,idle,SAMPLED_STATE,,54.32
2025-06-04 16:00:04,idle,SAMPLED_STATE,,54.32
2025-06-04 16:00:04,working_normal,WORKLOAD_START,"type:normal,size:4500",
2025-06-04 16:00:05,working_normal,SAMPLED_STATE,,672.29
2025-06-04 16:00:06,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:07,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:08,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:09,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:09,working_normal,WORKLOAD_END,"type:normal,size:4500,duration:5.36s",
2025-06-04 16:00:10,idle,SAMPLED_STATE,,54.43
2025-06-04 16:00:11,idle,SAMPLED_STATE,,54.43
2025-06-04 16:00:12,idle,SAMPLED_STATE,,54.43
2025-06-04 16:00:13,idle,SAMPLED_STATE,,54.43
2025-06-04 16:00:13,working_normal,WORKLOAD_START,"type:normal,size:4500",
2025-06-04 16:00:14,working_normal,SAMPLED_STATE,,672.40
2025-06-04 16:00:15,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:16,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:17,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:18,working_normal,SAMPLED_STATE,,826.89
2025-06-04 16:00:19,working_normal,WORKLOAD_END,"type:normal,size:4500,duration:5.30s",
2025-06-04 16:00:19,idle,SAMPLED_STATE,,54.43
2025-06-04 16:00:20,idle,SAMPLED_STATE,,54.43
2025-06-04 16:00:21,idle,SAMPLED_STATE,,54.43
2025-06-04 16:00:22,idle,SAMPLED_STATE,,54.43
2025-06-04 16:00:23,working_normal,WORKLOAD_START,"type:normal,size:4500",
2025-06-04 16:00:23,working_normal,SAMPLED_STATE,,672.40
2025-06-04 16:00:24,working_normal,SAMPLED_STATE,,826.89
