file,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
001_CPU1_id_1_Hardware_tr_1150_1st_1196.csv,1.3693757057189941,0.014719258506357826,0.4426420270263579,0.27894371639602245,0.9400562509750694,0.03399284997934457,0.08629441624365482,0.03517498667614134,0.03617835639023444,0.6963750738166835
002_CPU1_id_02_Hardware_tr_982_1st_984.csv,1.573054313659668,0.04112266847606601,0.5616462989548809,0.04770346366944117,0.6024350308899317,0.07580218731730512,0.2939068100358423,0.11764705882352892,0.07004071535329588,0.6728318087995949
003_CPU1_id_03_Hardware_tr_1169_1st_1172.csv,1.2878906726837158,0.024640267296313585,0.49138658817623837,0.03700279126370792,0.5865170352982615,0.05481418155499669,0.16189111747851004,0.0544835414301929,0.05451026953004964,0.6680946062244433
001_CPU1_id_1_Hardware_tr_1150_1st_1196.csv,1.240175485610962,0.01527937803600374,0.48467697609816246,0.33975479305731887,0.9322556589720671,0.034653465346534656,0.07281553398058252,0.03243243243243231,0.026422764227642274,0.6703221717111997
002_CPU1_id_02_Hardware_tr_982_1st_984.csv,1.0660791397094727,0.030756612754406724,0.4584588776046744,0.03669839986517697,0.49961200222079066,0.06515719172503665,0.07018683996750609,0.06502205521973527,0.07143899304336172,0.6689135267155601
003_CPU1_id_03_Hardware_tr_1169_1st_1172.csv,1.2700836658477783,0.030936683242269565,0.5453981944159232,0.044452037607555395,0.6503831028959279,0.06937958639092728,0.20024875621890548,0.07374112026152001,0.05382331106161841,0.6925984246018173
005_CPU2_id_05_Hardware_tr_2000_1st_2015.csv,2.257859945297241,0.0035315787965240976,0.28985475157204854,0.007483736658433612,0.46803493196505314,0.010764155585793743,0.01300148588410104,0.010734549915657095,0.017060705892509978,0.6667272182636201
006_CPU2_id_06_Hardware_tr_2000_1st_2012.csv,1.9818744659423828,0.01317238201744721,0.3685342934925792,0.01724891423807722,0.43220300655308086,0.035817271209591744,0.035817271209591744,0.03552451798998023,0.03340574672920217,0.6670736624735875
007_CPU3_id_07_Hardware_tr_1500_1st_1559.csv,1.3368628025054932,0.01710505390026728,0.4353506698369816,0.024208126557314236,0.519736758448211,0.04211253020365896,0.046831955922865015,0.04188300449982688,0.04234590601874489,0.6657338724227534
007_CPU3_id_07_Hardware_tr_1500_1st_1559.csv,1.5776560306549072,0.02040057509715466,0.44276002822482663,0.030478680828472198,0.5285178338369276,0.04218362282878412,0.1945080091533181,0.046127637269034134,0.0483652243522728,0.7089260155780087
008_CPU3_id_08_Hardware_tr_1500_1st_1814.csv,1.5245773792266846,0.022101510382096377,0.538195589302032,0.031217959811267133,0.6502138368664185,0.06315789473684211,0.2857142857142857,0.07815771109560343,0.061269146608315096,0.7349917304573694
010_RAMspike_10_Hardware_tr_1200_1st_1210.csv,1.3392248153686523,0.031800869555053186,0.5354209715911844,0.037463439574404706,0.5954856382555552,0.09266409266409266,0.3254237288135593,0.11640211640211622,0.0816039122831453,0.6792226307216843
011_RAMsleep_11_Hardware_tr_1200_1st_1324.csv,1.1374340057373047,0.01782817111279391,0.43640027918338864,0.02339450502204084,0.5103153194234863,0.04078578110383536,0.0411522633744856,0.04043429427180827,0.03430984995325903,0.6731339546608314
012_RAMmedium_12_Hardware_tr_1200_1st_1237.csv,1.223027229309082,0.007730442530704404,0.512341352528888,0.01421604304867199,0.6152709874815074,0.02054154995331466,0.04608294930875576,0.01912568306010926,0.023818119005197598,0.6707884067811765
013_RAMmixed_13_Hardware_tr_2000_1st_2083.csv,2.067169427871704,0.06409501808899837,0.5868933638892415,0.04429394717637904,0.6666086465908723,0.08411214953271029,0.2773109243697479,0.11169513797634657,0.061433573788341855,0.6468442150753152
