file,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
001_CPU1_id_1_Hardware_tr_1150_1st_1196.csv,0.5412776470184326,0.3688256828515509,0.7933780966670133,0.5631252312930003,0.974971775682944,0.4303757282862004,0.8828828828828829,0.8205128205128199,0.5357417371252882,0.9120393681697996
002_CPU1_id_02_Hardware_tr_982_1st_984.csv,2.2062501907348633,0.17260900439822255,0.7905947401381282,0.15978139101473857,0.8327060596245393,0.3013327021191902,0.6520787746170679,0.3547671840354763,0.20037162615175375,0.7546047818779712
003_CPU1_id_03_Hardware_tr_1169_1st_1172.csv,0.6114592552185059,0.16721358961668206,0.7935956526037984,0.17689820334013392,0.8696788454377383,0.3531211281674531,0.691358024691358,0.3930635838150285,0.23762376237623764,0.807271809572951
001_CPU1_id_1_Hardware_tr_1150_1st_1196.csv,0.5576591491699219,0.24498557525126954,0.7891023069952613,0.4120270526842721,0.9686755953954281,0.35294117647058815,0.7272727272727273,0.5957446808510634,0.4106988783433994,0.7653935139353518
002_CPU1_id_02_Hardware_tr_982_1st_984.csv,0.682379961013794,0.12368101587343108,0.7668273633339833,0.1313349538851018,0.8143120969251469,0.24850894632206763,0.3956043956043956,0.2699115044247785,0.09941372854652251,0.7353400488142794
003_CPU1_id_03_Hardware_tr_1169_1st_1172.csv,0.68137526512146,0.3345817778775082,0.8318768491264897,0.2968040778800313,0.894910205696185,0.36909871244635195,0.6131386861313869,0.4450261780104708,0.2234719469055624,0.8174563543312816
005_CPU2_id_05_Hardware_tr_2000_1st_2015.csv,0.8593389987945557,0.005904357050678814,0.5700425117350101,0.009647435507053015,0.6596496927316231,0.015926992883026788,0.02460136674259681,0.015551235767842248,0.012317717646123891,0.6711158018691759
006_CPU2_id_06_Hardware_tr_2000_1st_2012.csv,0.7120532989501953,0.01630789745872429,0.49161257787322593,0.022283375464591183,0.5765516153381963,0.041900020742584525,0.04878048780487805,0.04164931278633898,0.029135367505103604,0.6681282628476808
007_CPU3_id_07_Hardware_tr_1500_1st_1559.csv,0.5065822601318359,0.13193515286890534,0.6562436393242419,0.08250701420506412,0.7313589980344434,0.17475728155339806,0.496,0.33626373626373585,0.18456375838926173,0.7083488122178867
007_CPU3_id_07_Hardware_tr_1500_1st_1559.csv,0.5557146072387695,0.266473421328736,0.725999551393484,0.20318259293444527,0.8078622152408514,0.30538922155688625,0.4233983286908078,0.3646005966191577,0.12910581388842257,0.7450280953881868
008_CPU3_id_08_Hardware_tr_1500_1st_1814.csv,0.5561320781707764,0.12079446565051231,0.6149211971625326,0.05526059535338498,0.6726214754053472,0.1843971631205674,0.34838709677419355,0.3730569948186524,0.25641025641025644,0.7508558615250934
010_RAMspike_10_Hardware_tr_1200_1st_1210.csv,0.5884134769439697,0.9461692372848384,0.9682630959226703,0.9376157788904143,0.987742745300533,0.9540229885057472,1.0,0.9999999999999996,0.9352460847335633,0.9992464990022077
011_RAMsleep_11_Hardware_tr_1200_1st_1324.csv,0.5165588855743408,0.018375092214965465,0.48053568312685396,0.021965636265726677,0.526853667145123,0.04548408057179987,0.04759844223279965,0.04511930585683292,0.030024635467656546,0.6678938007468107
012_RAMmedium_12_Hardware_tr_1200_1st_1237.csv,0.511066198348999,0.004704166173623058,0.23388425838226937,0.008820654416879046,0.43795042145418306,0.015328607012837708,0.015328607012837708,0.014951121334100042,0.014674760313319251,0.666256703787987
013_RAMmixed_13_Hardware_tr_2000_1st_2083.csv,0.20242929458618164,0.321939352866142,0.6197365109696156,0.1039788073468777,0.6357903967071101,0.46640316205533594,0.47843137254901963,0.3199999999999997,0.28361258684102986,0.31995800366543625
