file,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
001_CPU1_id_1_Hardware_tr_1150_1st_1196.csv,0.40399909019470215,0.36157681944104286,0.7635020376229879,0.5280935272160446,0.9723347620840018,0.4050592725923431,0.8363636363636363,0.7894736842105257,0.5060352831940576,0.8890697016891469
002_CPU1_id_02_Hardware_tr_982_1st_984.csv,0.4777677059173584,0.6184541698324846,0.800790411962449,0.6146827748105326,0.8522009367991671,0.7062268513714715,0.9953917050691244,0.991228070175438,0.7422324510932105,0.9933599088482857
003_CPU1_id_03_Hardware_tr_1169_1st_1172.csv,1.725560188293457,0.6786146601751625,0.9045308827891482,0.6770867843384579,0.9297468343623562,0.7245236608342858,1.0,0.9999999999999996,0.7827557058326289,0.9966093175039714
001_CPU1_id_1_Hardware_tr_1150_1st_1196.csv,1.779520034790039,0.537389776281111,0.8635708662002168,0.7000217022642546,0.9848707908597137,0.5934065934065933,0.9421487603305785,0.8813559322033893,0.6463735437805336,0.9540576290535717
002_CPU1_id_02_Hardware_tr_982_1st_984.csv,1.5494885444641113,0.6213499338365273,0.8419331159201953,0.6130710509379266,0.8733091091561394,0.628428927680798,0.879837067209776,0.8090614886731387,0.48874163905732315,0.973525858155246
003_CPU1_id_03_Hardware_tr_1169_1st_1172.csv,1.6537747383117676,0.7143206959647753,0.9019782325963447,0.7163536128183737,0.9369372331124802,0.7785714285714286,0.9911504424778761,0.9863013698630132,0.7922011852218509,0.9921281720483339
005_CPU2_id_05_Hardware_tr_2000_1st_2015.csv,1.8084969520568848,0.5004135077178625,0.9749003631210699,0.7766680758819445,0.9942235039738793,0.5640976167429301,0.8205128205128205,0.7199999999999993,0.5704099821746881,0.995046889898589
006_CPU2_id_06_Hardware_tr_2000_1st_2012.csv,1.7212824821472168,0.643974603463434,0.8225102522546976,0.6575748570265912,0.9166245140618628,0.7282051282051282,0.9752066115702479,0.9589041095890405,0.7100130039011704,0.9698918438738839
007_CPU3_id_07_Hardware_tr_1500_1st_1559.csv,1.8677778244018555,0.6885945144565239,0.8807928408859611,0.6952496528256433,0.9291827615225713,0.7699115044247786,0.9890909090909091,0.9828571428571422,0.7677082392062602,0.990957169536978
007_CPU3_id_07_Hardware_tr_1500_1st_1559.csv,1.9249958992004395,0.6712928012078223,0.8680057103871102,0.6821249753892679,0.9204793286305089,0.7631578947368421,0.9819494584837545,0.971751412429378,0.7345370540083483,0.982347536608686
008_CPU3_id_08_Hardware_tr_1500_1st_1814.csv,1.9907450675964355,0.4176236907280762,0.8118560666723191,0.38216450684171566,0.8776098988082754,0.48611111111111105,0.9207920792079208,0.8730385164051349,0.5968725740268382,0.9506505495560447
010_RAMspike_10_Hardware_tr_1200_1st_1210.csv,1.7843422889709473,0.700881795992727,0.9697354590971613,0.7083943621714549,0.9759050890648788,0.6993865030674847,0.9238578680203046,0.881889763779527,0.4895554860432857,0.9602083618073813
011_RAMsleep_11_Hardware_tr_1200_1st_1324.csv,1.6094574928283691,0.02120809043058331,0.5416210085499913,0.027355216151888073,0.6055438980758163,0.06345475910693302,0.08520526723470179,0.06344171292624894,0.03329029444054809,0.6834855379405845
012_RAMmedium_12_Hardware_tr_1200_1st_1237.csv,1.5789508819580078,0.0052644826465188576,0.330734987687062,0.009311433158651426,0.5000168262121162,0.01504324934185784,0.01504324934185784,0.014672686230248292,0.012106343466533701,0.6665290621897488
013_RAMmixed_13_Hardware_tr_2000_1st_2083.csv,2.0009584426879883,0.10076628458551351,0.6477613120332818,0.05810183167105134,0.7293196688407223,0.14084507042253522,0.47104247104247104,0.3060109289617483,0.1158699808795411,0.39326364202262454
