file,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
001_CPU1_id_1_Hardware_tr_1150_1st_1196.csv,57.57352828979492,0.06725076360732911,0.8275373729270962,0.6431818428547251,0.8831214531225224,0.15053503950015915,0.15015015015015015,0.14659685863874322,0.1700170342557992,0.725412327771677
002_CPU1_id_02_Hardware_tr_982_1st_984.csv,51.52572774887085,0.9997872222551656,0.9999926150428624,0.9989524968460645,0.9999803597803634,0.9930665935853294,1.0,0.9999999999999996,0.9930555555555557,0.9999520742055682
003_CPU1_id_03_Hardware_tr_1169_1st_1172.csv,49.66285228729248,0.996040449198274,0.999885915075182,0.9981356383020782,0.999969889971818,0.9695071981221265,1.0,0.9999999999999996,0.973347344287352,0.9997505669784472
001_CPU1_id_1_Hardware_tr_1150_1st_1196.csv,50.630329608917236,0.08884692588753075,0.8252348341924526,0.622137853816866,0.8922962864600081,0.1488833746898263,0.1488833746898263,0.1458285714285712,0.06645120317900481,0.612349270057172
002_CPU1_id_02_Hardware_tr_982_1st_984.csv,1.8992338180541992,0.9997872222551656,0.9999926150428623,0.9989524968460642,0.9999803597803634,0.9930715935334872,0.9953917050691244,0.9953488372093018,0.9922406303364391,0.9998521061136999
003_CPU1_id_03_Hardware_tr_1169_1st_1172.csv,2.5884218215942383,0.9939186698964266,0.9998383796898411,0.9967207399238158,0.9999430863793147,0.9681159420289855,0.9710982658959537,0.970760233918128,0.968254103713529,0.9987522541939454
005_CPU2_id_05_Hardware_tr_2000_1st_2015.csv,46.601953744888306,0.700191687244008,0.9978079886635373,0.8422110443142925,0.9990292248567476,0.6666616889260559,0.7837837837837838,0.7473309608540919,0.7039957939011566,0.995368920989352
006_CPU2_id_06_Hardware_tr_2000_1st_2012.csv,51.59345197677612,0.9739195361215981,0.9994664303525285,0.9868270615177545,0.999824107510483,0.923076923076923,0.9672131147540983,0.9639639639639633,0.9320301969087303,0.9987962790743553
007_CPU3_id_07_Hardware_tr_1500_1st_1559.csv,48.777889013290405,0.9054344485676207,0.9977170956460596,0.9600380902869726,0.9992775597896292,0.7987220447284347,0.8395061728395061,0.8266666666666661,0.8282053974335994,0.9909666323404965
007_CPU3_id_07_Hardware_tr_1500_1st_1559.csv,48.9458966255188,0.9108076087532472,0.9978118749883176,0.9636204673874268,0.999332975453925,0.8072289156626505,0.8143712574850299,0.8109756097560971,0.8218118648477692,0.9901034273726376
008_CPU3_id_08_Hardware_tr_1500_1st_1814.csv,52.714611291885376,0.5994515459217219,0.9897802815486116,0.8021519617455022,0.9958981482555211,0.640625,0.6966292134831461,0.6764091858037572,0.6936614450163572,0.9654285737423788
010_RAMspike_10_Hardware_tr_1200_1st_1210.csv,46.62173843383789,0.23190356451083594,0.9418995801974525,0.21192314144684476,0.9436716755343861,0.35294117647058826,0.7330316742081447,0.5218508997429301,0.41886949905505244,0.8374477346669397
011_RAMsleep_11_Hardware_tr_1200_1st_1324.csv,1.5428438186645508,0.5849401943697881,0.9208916419473041,0.5618645989558517,0.9444524434908332,0.6012269938650308,0.9345794392523364,0.9160305343511446,0.6809091175008044,0.9445669438396477
012_RAMmedium_12_Hardware_tr_1200_1st_1237.csv,1.296602487564087,0.009650067637138604,0.6309054745216897,0.01686763140251188,0.6655081055365691,0.028770706190061026,0.03134523291249456,0.027969583078402208,0.03525190073108188,0.7206032764545381
013_RAMmixed_13_Hardware_tr_2000_1st_2083.csv,1.4094371795654297,0.03909779289296094,0.6980148681664006,0.04730402476455693,0.7076618010269814,0.07604562737642585,0.07604562737642585,0.07003891050583619,0.04195166438668491,0.3179067771252602
