timestamp,state,event_type,event_details,cpu_percent
2025-05-28 16:46:51,idle,SAMPLED_STATE,,0.0
2025-05-28 16:46:51,idle,SCRIPT_START,,
2025-05-28 16:46:51,working_normal,WORKLOAD_START,"type:normal,size:1800",
2025-05-28 16:46:52,working_normal,WORKLOAD_END,"type:normal,size:1800,duration:0.40s",
2025-05-28 16:46:52,idle,SAMPLED_STATE,,50.0
2025-05-28 16:46:53,idle,SAMPLED_STATE,,13.4
2025-05-28 16:46:55,idle,SAMPLED_STATE,,29.1
2025-05-28 16:46:56,idle,SAMPLED_STATE,,33.9
2025-05-28 16:46:56,working_normal,WORKLOAD_START,"type:normal,size:3200",
2025-05-28 16:46:57,working_normal,SAMPLED_STATE,,58.7
2025-05-28 16:46:58,working_normal,SAMPLED_STATE,,100.0
2025-05-28 16:46:58,working_normal,WORKLOAD_END,"type:normal,size:3200,duration:2.12s",
2025-05-28 16:46:59,idle,SAMPLED_STATE,,59.7
