Model,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
OmniAnomaly,7.76303243637085,0.6470925903421265,0.9929339295175564,0.9354565022427344,0.9988569428170216,0.6474820143884893,0.676056338028169,0.6628267611874165,0.5254903864828122,0.9193789503277332
POLY,0.7933783531188965,0.0482085688074347,0.7643586810661991,0.5473934543488135,0.8528639920148996,0.1107461618455522,0.1064814814814814,0.1063583815028899,0.0443661971830985,0.690259760058869
POLY,0.8358895778656006,0.0482085688074347,0.7643586810661991,0.5473934543488135,0.8528639920148996,0.1107491856677524,0.0989010989010989,0.0972972972972968,0.0413793103448275,0.2450434450275496
SAND,1.2671074867248535,0.0323580089732064,0.5483954028452447,0.3250900474933502,0.6428449194189025,0.1111063283308837,0.1111111111111111,0.1140142517814722,0.1667443079252314,0.6679085475474379
SAND,0.3817455768585205,0.0235896837976136,0.5880683928279632,0.2900857589341035,0.6719216208197673,0.0675675675675675,0.0675675675675675,0.0615384615384611,0.0634146341463414,0.2004455016981708
SR,0.0009982585906982,0.6047936008969441,0.9040707894489258,0.7715514445098461,0.9913575806606943,0.6595696944664186,0.9661016949152542,0.9378084896347476,0.7118155619596541,0.9786227976156868
SR,0.0061349868774414,0.6047936008969441,0.9040707894489258,0.7715514445098461,0.9913575806606943,0.6595744680851063,0.95,0.9090909090909084,0.6990566037735849,0.9702949548867704
Sub_HBOS,2.033738374710083,0.0194785359861456,0.5502869507949949,0.2565553677902736,0.843051283933724,0.0512797471164275,0.0831295843520782,0.0513688964154669,0.0747078014155837,0.6716967053697802
Sub_HBOS,2.353332996368408,0.0194785359861456,0.5502869507949949,0.2565553677902736,0.843051283933724,0.0512820512820512,0.0781609195402298,0.0494641384995876,0.0744680851063829,0.5636577391848595
Sub_IForest,0.3283417224884033,0.0378638073128942,0.6166792934919856,0.5063270496734024,0.9618701734779728,0.1199950982002385,0.288135593220339,0.1851851851851847,0.1365046535677352,0.7101976235392122
Sub_IForest,0.3848876953125,0.0378638073128942,0.6166792934919856,0.5063270496734024,0.9618701734779728,0.12,0.2592592592592592,0.1612903225806447,0.1241610738255033,0.6366286445629546
Sub_KNN,0.0850000381469726,0.3960608764847003,0.9770984050586528,0.9348616379204568,0.9977207090219024,0.5499950125452272,0.5967741935483871,0.5704175513092705,0.4882275306849676,0.9086257901395016
Sub_KNN,0.0935349464416503,0.3960608764847003,0.9770984050586528,0.9348616379204568,0.9977207090219024,0.5500000000000002,0.5967741935483871,0.5753803596127243,0.4995461765373269,0.8292110748327287
Sub_LOF,0.08599853515625,0.2212891625504094,0.969002381765874,0.92433452091987,0.9979123075800768,0.3896066723242173,0.3888888888888889,0.3761755485893412,0.3315528588591765,0.9456097197903208
Sub_LOF,0.0815804004669189,0.2212891625504094,0.969002381765874,0.92433452091987,0.9979123075800768,0.3896103896103896,0.4034334763948498,0.3859649122807014,0.3364060464399357,0.9242111169718008
Sub_MCD,0.1909470558166504,0.1095384457169209,0.9186386796797242,0.4496899309909783,0.981743163176344,0.1812837719723866,0.3108108108108108,0.1898363479758826,0.1610367276747328,0.810451040974869
Sub_MCD,0.2032132148742675,0.1095384457169209,0.9186386796797242,0.4496899309909783,0.981743163176344,0.1812865497076023,0.2958904109589041,0.1901267511674447,0.1572788575961919,0.800741419406633
Sub_OCSVM,0.1233961582183837,0.1526471706326415,0.951532797559804,0.8895300524846853,0.9966704284393436,0.270912824286371,0.3040935672514619,0.2760774515927542,0.1765779618719947,0.9468543566213278
Sub_OCSVM,0.1219594478607177,0.1526471706326415,0.951532797559804,0.8895300524846853,0.9966704284393436,0.2709163346613545,0.2913385826771653,0.2707478699905329,0.1351707849959701,0.8787313100470727
Sub_PCA,0.0353398323059082,0.0767298813018644,0.7822343043609589,0.6766404286730492,0.917066349029178,0.137453894570368,0.1654676258992805,0.1328903654485047,0.1557926735953773,0.7187108092052102
Sub_PCA,0.0502893924713134,0.0767298813018644,0.7822343043609589,0.6766404286730492,0.917066349029178,0.1374570446735395,0.1564625850340136,0.1354723707664881,0.0895454348435009,0.610793110478109
TranAD,5.036998987197876,0.0157803646542968,0.3693866333912681,0.4714636850791442,0.9333158707924613,0.0520791588632557,0.1477832512315271,0.0641025641025638,0.0578512396694214,0.7755631219070469
TranAD,5.010899305343628,0.0167025322186002,0.4066828091962901,0.4790890414919853,0.9397461949246264,0.0531914893617021,0.123076923076923,0.0533333333333331,0.047945205479452,0.7199206670345728
USAD,0.6789538860321045,0.045506975560408,0.7710954637511078,0.656533028078173,0.9198271906313588,0.1049697224503855,0.1268011527377521,0.1074964639321072,0.1227467811158798,0.7055894879924949
USAD,0.5034270286560059,0.0476324187923323,0.7772727047650172,0.6513831578632875,0.9178247031395296,0.1082474226804123,0.1131105398457583,0.1052631578947366,0.0835935130089838,0.590364765490697
