Model,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
AnomalyTransformer,8.83509087562561,0.0209424083769633,0.4860018873859704,0.0317608063933233,0.4908195308270807,0.041025641025641,0.0,0.0,0.0,0.620196867391469
AnomalyTransformer,8.643218040466309,0.0210823632249343,0.4940419447092468,0.0320683714478619,0.4916353308027419,0.0414255254340542,0.1238390092879257,0.0215053763440858,0.0174890693316677,0.6304324489172966
AutoEncoder,1.1780385971069336,0.1088933875899014,0.879895985604056,0.1479678733299228,0.8891052303649015,0.1659574468085106,0.2004175365344467,0.1724659606656577,0.1253416862325548,0.7477885929374886
AutoEncoder,1.1609594821929932,0.1236999372674346,0.877643156881437,0.1537122854132936,0.8949755197573411,0.1810865191146881,0.2169625246548323,0.1884944920440632,0.1102716581949413,0.7792717535640853
CNN,1.291532278060913,0.1179257239736148,0.6532570129341451,0.0792723405005097,0.7239940008274325,0.1811023622047244,0.2825278810408922,0.2042921997523728,0.0655868541255442,0.6949925474634504
CNN,1.499610424041748,0.1582741526505482,0.6586583394082133,0.106072571074176,0.7288871607589636,0.2251082251082251,0.5409252669039146,0.3769705277587384,0.2185503414849085,0.758206065074673
FFT,0.0210297107696533,0.0292458189844238,0.240506980552523,0.0345213135375255,0.2327932623850138,0.0890410958904109,0.0465116279069767,0.053571428571428,0.0714285714285714,0.5554870959848615
FFT,0.0173406600952148,0.0258011229000711,0.2312952111254416,0.0314314662534928,0.2267524403717945,0.0666666666666666,0.0,0.0,0.0,0.2827583591262547
FITS,1.3368628025054932,0.0171050539002672,0.4353506698369816,0.0242081265573142,0.519736758448211,0.0421125302036589,0.046831955922865,0.0418830044998268,0.0423459060187448,0.6657338724227534
FITS,1.5776560306549072,0.0204005750971546,0.4427600282248266,0.0304786808284721,0.5285178338369276,0.0421836228287841,0.1945080091533181,0.0461276372690341,0.0483652243522728,0.7089260155780087
IForest,0.3602142333984375,0.0171864458855701,0.4027701321170179,0.0229080701168363,0.4498183619520253,0.0414887126296522,0.0414887126296522,0.0411962160512663,0.046473747232842,0.6698895517634601
IForest,0.3220815658569336,0.0153293492267201,0.3715367343314828,0.0231171062156027,0.4312187191170638,0.0416029366778831,0.0416029366778831,0.0413096695226437,0.0495809169113314,0.6695835876925244
KMeansAD_U,0.1586019992828369,0.5478054149606899,0.9896899228392204,0.7195223212093028,0.9929965240067374,0.6097560975609755,0.6153846153846154,0.6625966625966621,0.7013005294010997,0.772658279044741
KMeansAD_U,0.1459982395172119,0.5540769527736521,0.9897311164694668,0.722761599235702,0.9931760201691772,0.6029411764705882,0.6460807600950119,0.6208651399491089,0.6872569139531307,0.9750300693901356
KShapeAD,48.777889013290405,0.9054344485676208,0.9977170956460596,0.9600380902869726,0.9992775597896292,0.7987220447284347,0.8395061728395061,0.8266666666666661,0.8282053974335994,0.9909666323404964
KShapeAD,48.9458966255188,0.9108076087532472,0.9978118749883176,0.9636204673874268,0.999332975453925,0.8072289156626505,0.8143712574850299,0.8109756097560971,0.8218118648477692,0.9901034273726376
Left_STAMPi,6.980035781860352,0.0780453716168691,0.8624954897026441,0.1204601620557562,0.8624245958137385,0.1534130893736805,0.1573033707865168,0.1526347668079949,0.1158876664551172,0.8509085607288365
Left_STAMPi,6.847352504730225,0.0768389355010383,0.8282701545823288,0.1162688650983317,0.8142689130970954,0.1491228070175438,0.1531728665207877,0.1481941309255077,0.1147077313331934,0.8193562103849146
LOF,0.0310015678405761,0.0211533429790851,0.4691432054105063,0.0298383338745887,0.5270104622972466,0.0451263537906137,0.0935156594618438,0.0230975458857496,0.027594062952767,0.6405240090349328
LOF,0.025428295135498,0.0216333723866531,0.4677418035851138,0.0301275100651895,0.5286602988044992,0.0451182097094387,0.0491152040447815,0.0449764236488936,0.0298286031556095,0.6703793132033598
LSTMAD,1.8677778244018557,0.6885945144565239,0.8807928408859611,0.6952496528256433,0.9291827615225712,0.7699115044247786,0.9890909090909092,0.9828571428571422,0.7677082392062602,0.990957169536978
