Model,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
LSTMAD,1.9249958992004397,0.6712928012078223,0.8680057103871102,0.6821249753892679,0.9204793286305089,0.7631578947368421,0.9819494584837544,0.971751412429378,0.7345370540083483,0.982347536608686
M2N2,0.5065822601318359,0.1319351528689053,0.6562436393242419,0.0825070142050641,0.7313589980344434,0.174757281553398,0.496,0.3362637362637358,0.1845637583892617,0.7083488122178867
M2N2,0.5557146072387695,0.266473421328736,0.725999551393484,0.2031825929344452,0.8078622152408514,0.3053892215568862,0.4233983286908078,0.3646005966191577,0.1291058138884225,0.7450280953881868
MatrixProfile,28.52666640281677,0.1971889656831928,0.7197347482560184,0.3689526992142483,0.8686062265011963,0.3478260869565217,0.6131386861313869,0.4896421845574383,0.3035475201665366,0.8373334415720436
MatrixProfile,26.147626399993896,0.2248573862954464,0.7194234938970823,0.4060820719689088,0.8689590021462211,0.3571428571428571,0.6268656716417911,0.5088062622309193,0.3074978311013113,0.8656882868788381
MOMENT_ZS,4.064205884933472,0.0364612817351168,0.5916243778102622,0.0573903491373779,0.6906306286646453,0.0906921241050119,0.2683982683982684,0.1139240506329112,0.0779142071501549,0.680826845842591
MOMENT_ZS,3.536198139190674,0.0406814809772928,0.5893147535467953,0.0633368029994238,0.6918197836903968,0.0995850622406639,0.2716981132075471,0.1197604790419159,0.0839238238379617,0.6771018020908818
OmniAnomaly,1.01906418800354,0.1426758063037821,0.8899366014099884,0.1672003939191652,0.9244039813139584,0.3113553113553113,0.4556113902847571,0.3407707910750503,0.1105917541816817,0.7769480958399301
OmniAnomaly,1.2589571475982666,0.1047182753737951,0.8693468569505972,0.1248736423281939,0.905653091039844,0.2330935251798561,0.3405405405405405,0.2488335925349919,0.0870742671700194,0.7634947742444653
POLY,0.42415452003479,0.3097463504448361,0.608560544381326,0.3333983371235964,0.5770986496180893,0.5057471264367815,0.5369649805447471,0.5651777575205099,0.5263935031376892,0.7255143395050793
POLY,0.3568577766418457,0.2648654455174435,0.6252441634423073,0.3149905961837889,0.692848860280304,0.4595744680851064,0.4782608695652174,0.5100845803513332,0.4854207379602577,0.6352742495384819
SAND,1.5260121822357178,0.8841005261970284,0.9971342264493088,0.9150516535911638,0.9984807772248506,0.7840531561461794,0.8526645768025078,0.8327402135231311,0.8312851995440075,0.9803512287111156
SAND,1.7614436149597168,0.8516611575590413,0.98508616983495,0.944327777028468,0.9970873867733588,0.8287671232876713,0.8859934853420195,0.8727272727272721,0.8606717042532271,0.9952983569613252
SR,0.0029997825622558,0.5545687457828828,0.8111445978202542,0.5919105245879582,0.9099448698501792,0.6363636363636362,0.951048951048951,0.9078947368421046,0.6364096507508015,0.9664868827213776
SR,0.0026106834411621,0.5884875235596024,0.814948643899886,0.6291735940481986,0.9110316059351306,0.6511627906976745,0.9679715302491104,0.938775510204081,0.6579542150684992,0.9791056940799142
Sub_HBOS,2.00723648071289,0.6907943137096664,0.9957776677830616,0.8801482029140324,0.9984041503146712,0.8370607028753994,0.8553459119496856,0.8496732026143785,0.7859845525608606,0.9753730555273532
Sub_HBOS,1.9852352142333984,0.7384754450796666,0.9960384773547168,0.9128404736550793,0.998792038022117,0.8534201954397393,0.8717948717948718,0.8666666666666661,0.774115593390975,0.9860862268223964
Sub_IForest,0.2810111045837402,0.0170123493390841,0.3801348000666136,0.0253682789030278,0.4637716187221299,0.041025641025641,0.041025641025641,0.0407362703681351,0.0157363267384835,0.6687203240924864
Sub_IForest,0.2729804515838623,0.0167990952192699,0.3794591954989812,0.0251400417373537,0.4497472925071924,0.0414255254340542,0.0414255254340542,0.0411334552102376,0.0045874620835017,0.6686676240574141
Sub_KNN,0.0596847534179687,0.5578149856418311,0.9879690709250042,0.7165698954564022,0.9920018693165442,0.6210045662100456,0.6210045662100456,0.6192660550458711,0.6451297086523289,0.9741562240021384
Sub_KNN,0.0494484901428222,0.5587260887288975,0.9878502401914054,0.7160567942832974,0.9918862125709418,0.6195899772209567,0.6195899772209568,0.6178489702517158,0.6442831497602591,0.974140241154036
Sub_LOF,0.1072325706481933,0.426736597788838,0.9810960716466516,0.5333210092425541,0.9862487283128796,0.4859813084112149,0.5027726432532348,0.4895635673624284,0.4225168552335433,0.9496036699514756
Sub_LOF,0.0918593406677246,0.4333456266899723,0.9821655544963456,0.5599302737618764,0.9875481772186436,0.5009633911368014,0.518095238095238,0.5048923679060661,0.4364939472775015,0.9629286029671238
Sub_MCD,0.3016102313995361,0.2448147828653914,0.9681943082360344,0.369376724728933,0.975536406066706,0.4269293924466338,0.4422764227642276,0.429284525790349,0.4435561889089565,0.9469956064371278
Sub_MCD,0.3144519329071045,0.2360042605050813,0.966715499355128,0.3705823454988176,0.9780094072772544,0.3926174496644294,0.4422764227642276,0.4034782608695648,0.2926248976245738,0.9437103071394076
Sub_OCSVM,0.259836196899414,0.6140076733790779,0.9869178246951502,0.7462086276010548,0.9929454713191964,0.5586034912718204,0.64,0.5919999999999995,0.5228385009999295,0.9587750119662114
Sub_OCSVM,0.2752618789672851,0.6111570541400002,0.9864366623675208,0.7434730532540795,0.9927250695145804,0.5542857142857143,0.6649076517150396,0.609523809523809,0.6097498897180383,0.9459005144329468
Sub_PCA,0.0055103302001953,0.5278053372237417,0.588239920063653,0.469831338134897,0.6542173811592517,0.6785714285714287,0.6785714285714286,0.7392473118279563,0.7181879521635851,0.7831712086276695
Sub_PCA,0.0040228366851806,0.5260611699526339,0.5861055814127367,0.4703239073542068,0.6514393866363386,0.6696428571428572,0.6755555555555556,0.7349887133182839,0.6978658585989532,0.7833577141136773
TranAD,5.703372001647949,0.0392725465906681,0.532663804748071,0.0463775150657638,0.651562999498917,0.080394922425952,0.1570751523358158,0.0833044081916,0.0329342453835313,0.6982716591395798
TranAD,0.6598241329193115,0.1491970219859021,0.5432905287949308,0.1454008435877395,0.675791379209932,0.2453987730061349,0.6940639269406392,0.686371100164203,0.3642280705054647,0.7698224634620086
USAD,0.5528883934020996,0.0471066735370773,0.6736707344151879,0.0716741634746511,0.756821027208817,0.1153846153846153,0.27734375,0.1368021046477635,0.092323494399734,0.6612644829816355
USAD,0.52705979347229,0.0520958813541397,0.7251005859922615,0.0863192400942811,0.7753041150927013,0.1226277372262773,0.2163661581137309,0.1327505261453778,0.0981923094862107,0.7264851161449811
