Model,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
AnomalyTransformer,7.317283391952515,0.0259092686249891,0.4835679679953757,0.0415018029341156,0.4840065338020715,0.0509317455810332,0.0649350649350649,0.0131147540983605,0.0158642316915698,0.5689100616732957
AnomalyTransformer,6.022858619689941,0.0261315912272515,0.4871426289730075,0.0415146341039879,0.4920431720822362,0.0509322419281491,0.0,0.0,0.0,0.5739849211658612
AutoEncoder,0.9917669296264648,0.1328017250931235,0.8846116549159194,0.1987771585284589,0.8937752983766744,0.2138516418145238,0.2886597938144329,0.2231075697211152,0.2113987876087764,0.8674010285072857
AutoEncoder,0.9970386028289796,0.1274223656097193,0.8849805295061645,0.201005713221267,0.8941552675791241,0.221656050955414,0.2593516209476309,0.2282377919320591,0.141071858660938,0.8035354735355974
CNN,1.4654667377471924,0.3608360251545475,0.7861383013515261,0.3367639929009587,0.8662651773230632,0.3945896368774835,0.904494382022472,0.728571428571428,0.4032678190859579,0.8862893892630755
CNN,0.3729186058044433,0.1377724498789661,0.7706189487454462,0.150223433862783,0.8521297004460893,0.2732240437158469,0.42,0.2990936555891236,0.1196044959497508,0.7501870737343935
FFT,0.0199983119964599,0.1158515469613985,0.4775903932887642,0.0844831551187009,0.3937044707550488,0.2222187654858702,0.2545454545454545,0.2499999999999996,0.2042692604682958,0.6946868247917212
FFT,0.0156114101409912,0.1158515469613985,0.4775903932887642,0.0844831551187009,0.3937044707550488,0.2222222222222222,0.2068965517241379,0.2035928143712571,0.1572330727260305,0.2662568878823841
FITS,1.2878906726837158,0.0246402672963135,0.4913865881762383,0.0370027912637079,0.5865170352982615,0.0548141815549966,0.16189111747851,0.0544835414301929,0.0545102695300496,0.6680946062244433
FITS,1.2700836658477783,0.0309366832422695,0.5453981944159232,0.0444520376075553,0.6503831028959279,0.0693795863909272,0.2002487562189054,0.07374112026152,0.0538233110616184,0.6925984246018173
IForest,0.257720947265625,0.0236590823075783,0.4711051406667123,0.0348984400409868,0.5098331406396343,0.0549243396891453,0.1522309711286089,0.0550055005500549,0.0820863273339724,0.7034423803723767
IForest,0.2495040893554687,0.0236590823075783,0.4711051406667123,0.0348984400409868,0.5098331406396343,0.054924935920908,0.0613138686131386,0.0547592796765894,0.0498049633819995,0.6814811772458584
